"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050866","GO:0050866","negative regulation of cell activation","34/1188","235/18860",0.14468085106383,2.29686940325238,5.18688636761081,4.86660202491316e-06,0.00124028828749215,0.00106992062562753,"GAL/TMEM131L/BPI/TAFA3/LYN/PAG1/CDKN2A/PDCD1LG2/UBASH3B/HLX/RUNX3/CLEC4G/CLNK/CD80/PRNP/CEBPB/CD86/PLA2G5/CD37/IL4I1/SFRP1/IL20RB/GNRH1/SOCS1/CR1/TNFRSF21/JAK3/CNR2/BTK/PLA2G2D/CTLA4/RIPOR2/IDO1/TNFAIP8L2",34
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","36/1188","258/18860",0.13953488372093,2.21517500587268,5.09557924897035,6.00635615802659e-06,0.00146118264353447,0.00126047263679926,"GAL/TMEM131L/LYN/EPO/CDKN2A/IL12A/PDCD1LG2/MEF2C/CLEC4G/CD80/PRNP/CEBPB/CD86/PLA2G5/TNFSF8/CD37/IL4I1/CD40/VCAM1/IL20RB/GNRH1/CR1/TNFRSF21/IL18/IKZF3/CD1D/CRP/BTK/IL23R/PLA2G2D/CD38/CTLA4/NCKAP1L/RIPOR2/IDO1/TNFSF13B",36
"GO:0046651","GO:0046651","lymphocyte proliferation","41/1188","312/18860",0.131410256410256,2.08619312785979,5.01603436629931,6.39059412072616e-06,0.00148706346670115,0.00128279843540068,"GAL/TMEM131L/LYN/EPO/CDKN2A/IL12A/PDCD1LG2/PLCL2/P2RX7/CD79A/MEF2C/CLEC4G/CD80/PRNP/CEBPB/CD86/PLA2G5/TNFSF8/CD37/IL4I1/CD40/VCAM1/IL20RB/GNRH1/CD19/CR1/TNFRSF21/IL18/SH2D2A/IKZF3/SLC11A1/CD1D/BTK/IL23R/PLA2G2D/CD38/CTLA4/NCKAP1L/RIPOR2/IDO1/TNFSF13B",41
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","35/1188","254/18860",0.137795275590551,2.18755799464461,4.9404883191365,1.06330859336854e-05,0.00237117816321183,0.00204546995198,"GAL/TMEM131L/LYN/EPO/CDKN2A/IL12A/PDCD1LG2/MEF2C/CLEC4G/CD80/PRNP/CEBPB/CD86/PLA2G5/TNFSF8/CD37/IL4I1/CD40/VCAM1/IL20RB/GNRH1/CR1/TNFRSF21/IL18/IKZF3/CD1D/BTK/IL23R/PLA2G2D/CD38/CTLA4/NCKAP1L/RIPOR2/IDO1/TNFSF13B",35
"GO:0042403","GO:0042403","thyroid hormone metabolic process","10/1188","31/18860",0.32258064516129,5.12110350820028,5.95395353434774,1.23997789936452e-05,0.00242488221865104,0.00209179714636996,"DUOXA2/DIO3/DUOXA1/SLC16A10/DUOX2/SULT1B1/TG/CPQ/DUOX1/SLC26A7",10
"GO:0015698","GO:0015698","inorganic anion transport","27/1188","174/18860",0.155172413793103,2.46342737722048,5.02819748419709,1.24503459242644e-05,0.00242488221865104,0.00209179714636996,"OCA2/SLC26A9/CLCN5/SLC6A14/SLC6A2/SLC26A2/GABRP/SLC4A11/GABRE/GABRB1/CLCN4/GABRB3/P2RX5/FXYD1/ANO4/TG/CEBPB/GLRA2/SLC17A4/NMUR1/TSPO/SLC26A7/SLC12A3/SLC11A1/GABRA3/SLC26A4/GABRG1",27
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","38/1188","288/18860",0.131944444444444,2.09467358772914,4.85373705280214,1.25422812796057e-05,0.00242488221865104,0.00209179714636996,"GAL/OPRK1/FXYD7/LYN/OSR1/EPO/BIN1/NGF/LCN2/WWP2/REM1/STAC/AKAP7/RYR2/P2RX7/UBASH3B/P2RX5/EDN1/KCNG1/FXYD1/AKAP6/KCNAB1/FXYD5/PRNP/CTSS/DMD/CHD7/KCNIP1/JPH1/JPH2/CD19/ATP1B3/TMC1/KCNJ2/ATP1B2/GRM6/NOS1/NPPA",38
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","43/1188","343/18860",0.12536443148688,1.99021311266209,4.79860629011874,1.26862298434658e-05,0.00242488221865104,0.00209179714636996,"TMEM131L/PRKCA/LYN/PPARGC1B/TOX/RASSF2/CDKN2A/IL34/IL1RL2/CDK6/POU4F1/UBASH3B/SLC9B2/SPI1/HLX/RUNX3/CLEC4G/CD80/CEBPB/CD86/CCR1/IL4I1/CD83/SFRP1/SOCS1/CR1/JAK3/IL18/VNN1/HOXA7/SPINK5/IKZF3/GPR55/BTK/IL23R/GPR65/CTLA4/CYP26B1/PRDM16/NCKAP1L/FES/HCLS1/NLRP3",43
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","26/1188","165/18860",0.157575757575758,2.50158147127844,5.02288039896786,1.35636813006453e-05,0.00250320076969151,0.00215935775624793,"TMEM131L/PAG1/CDKN2A/PDCD1LG2/PPARA/HLX/RUNX3/CLEC4G/CD80/PRNP/CEBPB/CD86/PLA2G5/CD37/IL4I1/IL20RB/GNRH1/SOCS1/CR1/TNFRSF21/JAK3/PLA2G2D/CTLA4/RIPOR2/IDO1/TNFAIP8L2",26
"GO:0042554","GO:0042554","superoxide anion generation","12/1188","45/18860",0.266666666666667,4.2334455667789,5.63046676042824,1.5208849414266e-05,0.00271325873550505,0.00234056187827967,"CLEC7A/NCF4/GSTP1/DUOX2/EDN1/NCF1/NCF1C/NCF1B/DUOX1/SOD2/FPR2/CRP",12
"GO:0006821","GO:0006821","chloride transport","22/1188","129/18860",0.170542635658915,2.70743611828883,5.04525982033287,1.73874643148163e-05,0.00295237765912493,0.00254683510599519,"OCA2/SLC26A9/CLCN5/SLC6A14/SLC6A2/SLC26A2/GABRP/GABRE/GABRB1/CLCN4/GABRB3/P2RX5/FXYD1/ANO4/GLRA2/NMUR1/TSPO/SLC26A7/SLC12A3/GABRA3/SLC26A4/GABRG1",22
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","51/1188","439/18860",0.116173120728929,1.84429718598283,4.64083042605777,1.76524822668157e-05,0.00295237765912493,0.00254683510599519,"TMEM131L/S100A8/LYN/S100A9/EPO/PAG1/HAS2/CDKN2A/IL1RL2/FUT4/IL12A/PDCD1LG2/CHST2/PPARA/ADD2/SIRPA/HLX/RUNX3/CLEC4G/CD80/PRNP/CEBPB/CD86/PLA2G5/CCL2/CD37/IL4I1/CD83/VCAM1/IL20RB/GNRH1/SOCS1/CR1/TNFRSF21/JAK3/FERMT3/IL18/VNN1/NT5E/EXT1/CD1D/IL23R/PLA2G2D/GPR65/CTLA4/NCKAP1L/RIPOR2/IDO1/TNFAIP8L2/TNFSF13B/NLRP3",51
"GO:0006941","GO:0006941","striated muscle contraction","30/1188","208/18860",0.144230769230769,2.28972416472416,4.8494278274506,1.8334634275332e-05,0.00297354432247203,0.00256509428808951,"MYBPH/RYR3/BIN1/REM1/STAC/RYR2/SCN1A/MYLK2/TRPV4/DMD/DSC2/ACE2/JPH1/ACTC1/SYNM/JPH2/NKX2-5/SCN3A/MYBPC3/TNNI2/TNNT2/SCN2A/KCNJ2/RGS2/TNNC1/CA3/NOS1/KCNA5/RCSD1/NPPA",30
"GO:0006936","GO:0006936","muscle contraction","45/1188","372/18860",0.120967741935484,1.92041381557511,4.64873009427848,2.00118538025787e-05,0.00312667180737391,0.00269718797638698,"CHRM3/MYBPH/RYR3/BIN1/SNTB1/REM1/STAC/CALD1/CRYAB/TPM2/RYR2/SCN1A/MYLK2/EDN1/FXYD1/TRPV4/DMD/DSC2/ACE2/KCNIP1/JPH1/ACTC1/SYNM/JPH2/NKX2-5/HTR2A/NMUR1/SCN3A/MYBPC3/SGCA/TNNI2/TNNT2/SCN2A/KCNJ2/TBXA2R/EDN2/CD38/RGS2/TNNC1/CA3/NOS1/KCNA5/RCSD1/NPPA/ADORA2B",45
"GO:0042742","GO:0042742","defense response to bacterium","44/1188","361/18860",0.121883656509695,1.93495434492664,4.65044570348225,2.04653418062447e-05,0.00312667180737391,0.00269718797638698,"BPI/S100A8/PRG2/GSDMC/PI3/S100A9/LCN2/IL12A/SLPI/CASP1/DEFB124/IRF8/PLAC8/P2RX7/FCER2/NCF1/MIR140/KRT6A/GBP1/RNASE6/CEBPB/TNFSF8/LGALS4/RNASE1/SPON2/SIGLEC16/LYZ/VGF/NLRC4/IL18/MMP7/FPR2/TREM1/SLC9A9/SPINK5/SLC11A1/CRP/IGHG1/IL23R/IL6R/ADM/TLR2/C5AR1/HP",44
"GO:0050729","GO:0050729","positive regulation of inflammatory response","27/1188","179/18860",0.150837988826816,2.39461655662773,4.86078006632331,2.10314247132774e-05,0.00312667180737391,0.00269718797638698,"S100A8/TAFA3/S100A9/LGALS2/CASP1/PLCG2/MIR142/TRPV4/GBP1/CEBPB/PLA2G7/NAPEPLD/CCR1/HTR2A/CTSC/PTGS2/SUCNR1/NLRC4/IL18/ZBP1/AIM2/BTK/NMI/IDO1/TLR2/NLRP3/ADORA2B",27
"GO:0071347","GO:0071347","cellular response to interleukin-1","18/1188","95/18860",0.189473684210526,3.00797448165869,5.08710154391261,2.31630518960514e-05,0.00328939531360575,0.00283755956366038,"LCN2/HAS2/IL1RL2/CASP1/SIRPA/IL1RAP/EDN1/PTGIS/ST18/GBP1/CEBPB/CCL2/CD40/SFRP1/IL1R2/ZBP1/PLCB1/NLRP3",18
"GO:0019722","GO:0019722","calcium-mediated signaling","33/1188","242/18860",0.136363636363636,2.16483011937557,4.72855517501601,2.33551984149885e-05,0.00328939531360575,0.00283755956366038,"CHRM3/RYR3/REM1/CLEC7A/PTGDR2/RYR2/RGN/PLCG2/P2RX7/P2RX5/EDN1/NCALD/AKAP6/PLEK/PRNP/GBP1/DMD/CCR1/CXCR4/JPH1/JPH2/MCOLN2/NMUR1/CMKLR1/GRIK2/FPR2/CCR10/EDN2/BTK/SLA2/TRPM8/NOS1/GRIA3",33
"GO:0048562","GO:0048562","embryonic organ morphogenesis","39/1188","308/18860",0.126623376623377,2.01019939656303,4.63459505948446,2.52117722550348e-05,0.00345983090022939,0.00298458388962436,"DLX5/DLX6/FGF9/OSR1/MTHFD1L/MYO3B/HOXA11/SOBP/OTX1/WDPCP/FBN2/RDH10/RYR2/FBN3/HOXA2/USH1C/KCNQ4/SIX3/EDN1/HLX/MEF2C/HOXA3/CHD7/NKX2-5/NKX3-2/HOXA5/TMIE/HOXA7/MESP1/FOXC2/HOXA9/PAX5/PRRX1/FOXI1/HOXA4/AHI1/CHRNA10/LRIG3/FOLR1",39
"GO:0060047","GO:0060047","heart contraction","35/1188","265/18860",0.132075471698113,2.09675370052729,4.66185383931644,2.66652200109511e-05,0.00356780643746525,0.00307772776231661,"BIN1/ATP2B3/GATA6/TMEM65/RYR2/SCN1A/MYLK2/EDN1/FXYD1/HCN1/DMD/DSC2/GLP1R/ACE2/KCNIP1/JPH1/ACTC1/JPH2/NKX2-5/SCN3A/MYBPC3/TNNI2/TNNT2/SCN2A/EXT1/KCNJ2/EDN2/ATP1B2/CELF2/RGS2/ADM/TNNC1/NOS1/KCNA5/NPPA",35
"GO:0050766","GO:0050766","positive regulation of phagocytosis","16/1188","79/18860",0.20253164556962,3.21527511400929,5.11571753910575,2.76016983960906e-05,0.00360303145892383,0.003108114227606,"LYAR/PTX3/FCGR1BP/CLEC7A/PLCG2/SIRPA/TUB/PLA2G5/CCL2/FCN3/FPR2/FCGR2C/SLC11A1/BTK/NCKAP1L/FCN1",16
"GO:0050727","GO:0050727","regulation of inflammatory response","52/1188","460/18860",0.11304347826087,1.79461279461279,4.47352900102475,3.08893129844377e-05,0.00386566301680128,0.0033346703626171,"S100A8/TAFA3/LYN/S100A9/DUOXA2/CXCL17/DUOXA1/IL1RL2/PIK3AP1/WFDC1/LGALS2/PPARA/CASP1/GSTP1/KLKB1/IL22RA2/PLCG2/SIRPA/MIR142/NCF1/PTGIS/TRPV4/GBP1/CEBPB/PLA2G7/NAPEPLD/CCR1/ACE2/IFI16/HTR2A/IL20RB/CTSC/CCN3/PTGS2/SUCNR1/NLRC4/IL18/FPR2/ZBP1/NT5E/AIM2/BTK/PLA2G2D/NMI/NLRP14/IDO1/TNFAIP8L2/MAPK14/SIGLEC10/TLR2/NLRP3/ADORA2B",52
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","18/1188","97/18860",0.185567010309278,2.94595438925336,4.98186647980408,3.10582043577083e-05,0.00386566301680128,0.0033346703626171,"CXCL17/IL34/IL12A/DEFB124/EDN1/SPI1/TRPV4/PLA2G7/CCR1/CCL2/CMKLR1/FPR2/S100A7/EDN2/IL6R/NCKAP1L/RIPOR2/C5AR1",18
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","21/1188","125/18860",0.168,2.66707070707071,4.84849416517655,3.3791740060064e-05,0.00411030438185142,0.0035457074618048,"GAL/OPRK1/FXYD7/LCN2/STAC/AKAP7/P2RX7/P2RX5/EDN1/FXYD1/AKAP6/FXYD5/CTSS/JPH2/CD19/ATP1B3/KCNJ2/ATP1B2/GRM6/NOS1/NPPA",21
"GO:0006590","GO:0006590","thyroid hormone generation","8/1188","22/18860",0.363636363636364,5.77288031833486,5.80763331255707,3.4916699216186e-05,0.00413057509117366,0.00356319375932021,"DUOXA2/DUOXA1/SLC16A10/DUOX2/TG/CPQ/DUOX1/SLC26A7",8
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","33/1188","247/18860",0.133603238866397,2.12100764732344,4.59804865369315,3.55019533247362e-05,0.00413057509117366,0.00356319375932021,"OPRK1/BPI/PRKCA/LYN/LCN2/PDCD1LG2/CASP1/DEFB124/GSTP1/PLCG2/IRF8/SIRPA/TLR1/SPI1/LY96/MEF2C/MIR140/CD80/CEBPB/CD86/MRC1/CCL2/CD40/SPON2/TSPO/IL18/LY86/TBXA2R/CEBPE/MAPK14/TLR2/IL36RN/NLRP3",33
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","36/1188","281/18860",0.128113879003559,2.03386174916424,4.5271945626635,3.97291141974137e-05,0.00452404721669272,0.00390261802620059,"CHRM3/PTGFR/OPRK1/GABBR2/PRKCA/MARCO/PSAPL1/PTGDR2/GHRHR/GPR12/EDN1/MRAP2/AKAP6/GPR26/ADCY2/OXER1/PDE3A/CXCR4/GLP1R/GRK5/ADGRG6/FPR2/GPR161/CNR2/PRKX/TBXA2R/UCN3/ADGRG5/GRM6/GPR65/GPBAR1/RGS2/ADM/NOS1/C5AR1/ADORA2B",36
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","25/1188","166/18860",0.150602409638554,2.39087663786459,4.66676827091055,4.3053778217054e-05,0.00480049627120153,0.00414109366798243,"PTGFR/CCKBR/EPO/RYR2/P2RX7/P2RX5/EDN1/TRPV4/CCR1/CXCR4/GLP1R/CD52/JPH1/JPH2/FPR3/HTR2A/CMKLR1/FPR2/CCR10/TBXA2R/CD38/RIC3/NOS1/C5AR1/CHRNA10",25
"GO:0035725","GO:0035725","sodium ion transmembrane transport","27/1188","187/18860",0.144385026737968,2.29217306757414,4.60425256508322,4.62712469977233e-05,0.00488443992633818,0.00421350671011707,"CNGA1/FXYD7/OSR1/SLC6A15/CNGB1/SLC6A14/SLC6A2/SLC6A16/SLC4A11/SCN1A/P2RX7/FXYD1/SLC9B2/SLC6A20/FXYD5/HCN1/DMD/SLC17A4/SCN3A/TRPV3/ATP1B3/SCN2A/SLC9A9/SLC12A3/ATP1B2/NOS1/NPPA",27
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","45/1188","385/18860",0.116883116883117,1.85556867375049,4.39762016172236,4.66904551688709e-05,0.00488443992633818,0.00421350671011707,"LYN/FCGR1BP/PIK3AP1/CD72/CLEC7A/THEMIS2/RAB29/PLCL2/CD79B/PLCG2/RAB7B/FCER2/CD79A/TLR1/RGCC/LY96/MEF2C/MIR140/PAK3/PRNP/GBP1/FCN3/FPR3/CD40/PRKCB/CD19/CR1/CMKLR1/CD53/FYB1/BTN1A1/TNFRSF21/FPR2/FCGR2C/BTK/IGHG1/SLA2/LCP2/NMI/CD38/CTLA4/NCKAP1L/FCN1/TLR2/C5AR1",45
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","31/1188","229/18860",0.135371179039301,2.14907444165086,4.5359945317865,4.69977799899767e-05,0.00488443992633818,0.00421350671011707,"OPRK1/BPI/PRKCA/LYN/LCN2/PDCD1LG2/CASP1/GSTP1/PLCG2/IRF8/SIRPA/SPI1/LY96/MEF2C/MIR140/CD80/CEBPB/CD86/MRC1/CCL2/CD40/SPON2/TSPO/IL18/LY86/TBXA2R/CEBPE/MAPK14/TLR2/IL36RN/NLRP3",31
"GO:0071805","GO:0071805","potassium ion transmembrane transport","29/1188","208/18860",0.139423076923077,2.21340002590003,4.56244522074792,4.74571891198777e-05,0.00488443992633818,0.00421350671011707,"GAL/OPRK1/BIN1/KCNK5/WWP2/AKAP7/KCNQ4/P2RX7/KCNG1/KCNJ16/AKAP6/KCNT2/KCNAB1/PRNP/HCN1/KCNK7/KCNMB1/KCNH5/KCNIP1/KCNB1/KCNH8/ATP1B3/SLC9A9/KCNJ2/SLC12A3/ATP1B2/KCNA6/KCNA5/NPPA",29
"GO:0006909","GO:0006909","phagocytosis","33/1188","251/18860",0.131474103585657,2.08720672864099,4.49585373230471,4.90810977238183e-05,0.00493197688435132,0.00425451392785086,"LYAR/PTX3/LYN/FCGR1BP/CLEC7A/MARCO/NCF4/PIP4P2/PLCG2/IRF8/RAB7B/SIRPA/P2RX7/FCER2/TUB/PLA2G5/CCL2/FCN3/SPON2/MFGE8/PLD4/FPR2/FCGR2C/BIN2/SLC11A1/CRP/BTK/NCKAP1L/CEBPE/FCN1/XKR6/TLR2/ICAM5",33
"GO:0007416","GO:0007416","synapse assembly","36/1188","284/18860",0.126760563380282,2.01237729406743,4.45707727802869,4.97620986089259e-05,0.00493197688435132,0.00425451392785086,"KIRREL3/PRKCA/ARHGEF9/NRXN1/DNER/EFNA5/ADD2/POU4F1/RAB29/VLDLR/VSTM5/LRRTM4/GABRE/GABRB3/IL1RAP/MEF2C/EPHB3/RAP2A/ACHE/MAP1B/DNM3/NPAS4/MARK1/CDH2/PRICKLE1/NRG3/ZDHHC8/EPHB1/CNTN5/GABRA3/GRM6/LRRTM3/GABRG1/TLR2/ICAM5/GAP43",36
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","39/1188","318/18860",0.122641509433962,1.94698557906105,4.41573839535567,5.16710894826609e-05,0.00495913450060097,0.00427794113752573,"GAL/OPRK1/FXYD7/LYN/OSR1/EPO/BIN1/NGF/LCN2/WWP2/REM1/STAC/AKAP7/RYR2/P2RX7/UBASH3B/P2RX5/EDN1/KCNG1/FXYD1/KCNJ16/AKAP6/KCNAB1/FXYD5/PRNP/CTSS/DMD/CHD7/KCNIP1/JPH1/JPH2/CD19/ATP1B3/TMC1/KCNJ2/ATP1B2/GRM6/NOS1/NPPA",39
"GO:0061448","GO:0061448","connective tissue development","38/1188","307/18860",0.123778501628664,1.96503580868402,4.4200811540269,5.25199294696428e-05,0.00495913450060097,0.00427794113752573,"SOX6/SOX8/SERPINB7/FGF9/OSR1/FOXD1/CHI3L1/HOXA11/SLC26A2/SNAI2/AMER1/EDN1/SPI1/MEF2C/TRPV4/SCX/RUNX3/HOXA3/NPR2/CHRDL2/NKX3-2/HOXA5/CCN3/MAF/HMGA2/SNORC/NFIB/ID4/ADGRG6/EXT1/FOXC2/IL6R/INHBE/GDF5/ITGB8/PRRX1/MAPK14/BMP2",38
"GO:0045927","GO:0045927","positive regulation of growth","34/1188","263/18860",0.129277566539924,2.05233577857152,4.45590029136951,5.3604592357282e-05,0.00495913450060097,0.00427794113752573,"S100A8/CPNE8/FGF9/S100A9/NGF/DIO3/EFNA5/GATA6/GHRHR/EGFR/ITSN2/EDN1/RPS6KA3/AKAP6/HLX/MEF2C/ACSL4/CHD7/MAP1B/SFRP1/SYT2/BCL11A/PPM1F/CPNE5/GH1/HMGA2/RASAL1/DISC1/YBX3/EXOSC4/FOXS1/CD38/MAPK14/PLCB1",34
"GO:0071216","GO:0071216","cellular response to biotic stimulus","35/1188","274/18860",0.127737226277372,2.02788222861216,4.4437577103426,5.37424889825964e-05,0.00495913450060097,0.00427794113752573,"OPRK1/BPI/PRKCA/LYN/LCN2/CLEC7A/PDCD1LG2/CASP1/DEFB124/GSTP1/PLCG2/IRF8/SIRPA/TLR1/SPI1/LY96/MEF2C/MIR140/CD80/CEBPB/CD86/MRC1/CCL2/CD40/SPON2/TSPO/IL18/LY86/TBXA2R/BTK/CEBPE/MAPK14/TLR2/IL36RN/NLRP3",35
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","42/1188","353/18860",0.118980169971671,1.8888602741294,4.37096708446196,5.49685255541863e-05,0.00498629743671195,0.00430137293631867,"LYN/PIK3AP1/CD72/CLEC7A/THEMIS2/RAB29/PLCL2/CD79B/PLCG2/RAB7B/FCER2/CD79A/TLR1/RGCC/LY96/MEF2C/MIR140/PAK3/PRNP/GBP1/FCN3/FPR3/PRKCB/CD19/CR1/CMKLR1/CD53/FYB1/BTN1A1/TNFRSF21/FPR2/BTK/IGHG1/SLA2/LCP2/NMI/CD38/CTLA4/NCKAP1L/FCN1/TLR2/C5AR1",42
"GO:0003015","GO:0003015","heart process","35/1188","275/18860",0.127272727272727,2.0205081114172,4.42004025204115,5.79384173623429e-05,0.00509031489292812,0.00439110241530618,"BIN1/ATP2B3/GATA6/TMEM65/RYR2/SCN1A/MYLK2/EDN1/FXYD1/HCN1/DMD/DSC2/GLP1R/ACE2/KCNIP1/JPH1/ACTC1/JPH2/NKX2-5/SCN3A/MYBPC3/TNNI2/TNNT2/SCN2A/EXT1/KCNJ2/EDN2/ATP1B2/CELF2/RGS2/ADM/TNNC1/NOS1/KCNA5/NPPA",35
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","40/1188","331/18860",0.120845921450151,1.9184798640992,4.37101548505695,5.80174156331494e-05,0.00509031489292812,0.00439110241530618,"C1QL4/PRKCA/LYN/EPO/NGF/CHI3L1/NRXN1/CXCL17/GCNT2/ALKAL2/ANGPT1/MARCO/CAVIN3/GLIPR2/GSTP1/EGFR/SIRPA/EDN1/NEURL3/TRPV4/ROS1/GBP1/CCR1/PLA2G5/ACE2/HTR2A/GRB10/DAB2/FPR2/S100A7/GPR55/DUSP9/EPHB1/DDR2/GPBAR1/PSCA/MT3/C5AR1/CHRNA10/BMP2",40
"GO:0030850","GO:0030850","prostate gland development","12/1188","51/18860",0.235294117647059,3.73539314715785,5.07161979825464,5.90936986070902e-05,0.0051011205636314,0.00440042380459588,"HOXA10/HOXA11/SERPINB5/PSAPL1/CYP7B1/HOXA13/PTCH1/SFRP1/PLAG1/ID4/HOXA9/HOXD13",12
"GO:0048705","GO:0048705","skeletal system morphogenesis","31/1188","232/18860",0.133620689655172,2.12128468593986,4.45555149854695,6.03411982664843e-05,0.00512612846225752,0.00442199658474186,"FOXC1/DLX5/SOX6/OSR1/MTHFD1L/HAS2/HOXA11/ANKRD11/FBN2/RDH10/HOXA2/P2RX7/PAPPA2/MEF2C/TRPV4/SCX/HOXA3/NPR2/SFRP1/NKX3-2/HOXA5/FREM1/EXT1/HOXA7/FOXC2/HOXA9/PAX5/PRRX1/CYP26B1/HOXA4/MAPK14",31
"GO:0071470","GO:0071470","cellular response to osmotic stress","13/1188","59/18860",0.220338983050847,3.49797409119443,4.98250978015421,6.13698364928007e-05,0.00513205257671046,0.00442710695489184,"EPO/CASP1/SLC4A11/LRRC8C/TRPV4/AKR1B1/TRPV3/PTGS2/TSPO/SCN2A/YBX3/RCSD1/NLRP3",13
"GO:0002526","GO:0002526","acute inflammatory response","19/1188","112/18860",0.169642857142857,2.69315175565176,4.65963740978877,6.86827815904716e-05,0.00557481302646903,0.00480904923571969,"EPO/LCN2/FCGR1BP/GSTP1/KLKB1/CEBPB/IL20RB/PTGS2/VNN1/CD163/EXT1/FCGR2C/CRP/BTK/IGHG1/IL6R/PLA2G2D/HP/NLRP3",19
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","21/1188","131/18860",0.16030534351145,2.54491479682319,4.60052701101628,6.87476942726002e-05,0.00557481302646903,0.00480904923571969,"GAL/OPRK1/FXYD7/LCN2/STAC/AKAP7/P2RX7/P2RX5/EDN1/FXYD1/AKAP6/FXYD5/CTSS/JPH2/CD19/ATP1B3/KCNJ2/ATP1B2/GRM6/NOS1/NPPA",21
"GO:0042129","GO:0042129","regulation of T cell proliferation","27/1188","192/18860",0.140625,2.23248106060606,4.45047813429372,7.35574440672616e-05,0.00587581254698483,0.00506870305858616,"TMEM131L/EPO/CDKN2A/PDCD1LG2/CLEC4G/CD80/PRNP/CEBPB/CD86/PLA2G5/TNFSF8/CD37/IL4I1/VCAM1/IL20RB/GNRH1/CR1/TNFRSF21/IL18/CD1D/IL23R/PLA2G2D/CTLA4/NCKAP1L/RIPOR2/IDO1/TNFSF13B",27
"GO:0042098","GO:0042098","T cell proliferation","30/1188","224/18860",0.133928571428571,2.12617243867244,4.39619807622463,7.55063036502935e-05,0.00594279025200545,0.00512648061625677,"TMEM131L/EPO/CDKN2A/PDCD1LG2/P2RX7/CLEC4G/CD80/PRNP/CEBPB/CD86/PLA2G5/TNFSF8/CD37/IL4I1/VCAM1/IL20RB/GNRH1/CR1/TNFRSF21/IL18/SH2D2A/SLC11A1/CD1D/IL23R/PLA2G2D/CTLA4/NCKAP1L/RIPOR2/IDO1/TNFSF13B",30
"GO:0042445","GO:0042445","hormone metabolic process","32/1188","246/18860",0.130081300813008,2.06509539842873,4.35974317321469,7.79585921947603e-05,0.00599260584429711,0.0051694534720099,"GAL/UGT2B7/DUOXA2/CYP27C1/DIO3/DUOXA1/CPA4/ADH6/RDH10/SLC16A10/GHRHR/DUOX2/SULT1B1/PCSK2/TG/CPQ/PCSK7/PLA2G7/ACE2/BCHE/ADH4/DUOX1/DAB2/AKR1B1/TSPO/SLC26A7/SRD5A1/CYP26B1/ADM/KLK6/AKR1B15/BMP2",32
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","33/1188","257/18860",0.1284046692607,2.03847816688284,4.34607421371352,7.83786265136019e-05,0.00599260584429711,0.0051694534720099,"PRKCA/LYN/PPARGC1B/RASSF2/IL34/CDK6/POU4F1/UBASH3B/P2RX5/BATF3/SPIB/SLC9B2/SPI1/LBR/CEBPB/CCR1/IFI16/SFRP1/SOCS1/PIR/DIAPH3/HOXA7/GPR55/IL23R/ITGB8/PRDM16/FES/CEBPE/HCLS1/MAPK14/GAB3/TLR2/BMP2",33
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","37/1188","303/18860",0.122112211221122,1.93858274716361,4.27036204414127,8.71693320018845e-05,0.00653332511674706,0.00563589882032347,"C1QL4/PRKCA/LYN/EPO/NGF/CHI3L1/NRXN1/CXCL17/GCNT2/ALKAL2/ANGPT1/MARCO/CAVIN3/GLIPR2/GSTP1/EGFR/SIRPA/TRPV4/ROS1/GBP1/CCR1/PLA2G5/ACE2/HTR2A/DAB2/FPR2/S100A7/GPR55/DUSP9/EPHB1/DDR2/GPBAR1/PSCA/MT3/C5AR1/CHRNA10/BMP2",37
"GO:0010043","GO:0010043","response to zinc ion","12/1188","53/18860",0.226415094339623,3.59443491518963,4.90394569175881,8.83567127774097e-05,0.00653332511674706,0.00563589882032347,"S100A8/MT1X/P2RX7/GABRB3/P2RX5/SLC30A2/GLRA2/VCAM1/SOD2/PAM/TSPO/MT3",12
